Draw,"Atlanta, GA","Chicago, IL","Dallas-Ft. Worth, TX","Houston, TX","Los Angeles, CA","Miami-Ft. Lauderdale, FL","New York, NY","Philadelphia, PA",Puerto Rico
6403,-69329.39159239503,-463465.3440093078,459214.2274649185,-641226.6004049268,-278439.92371430295,31928.6909400312,2479936.550050225,-741991.1950757871,641429.2963052508
6404,-341975.8064113625,-631975.4401105111,-315646.5373435557,-783778.8675388736,-642811.8430619515,637647.7405187523,938046.7694962446,-840220.2728042686,389892.6686519843
6405,-405731.9166873947,-1415457.5354300393,8743.22340851638,-710602.5713025127,505805.6743052264,-138122.5200210733,-386544.9922246374,-834721.7039114413,902738.8088691349
6406,-666270.6520822982,-140212.4051912746,92205.845807345,-1020901.060766789,219897.76140804985,488461.2385332369,2478983.839520046,-890645.9697583738,132330.11144412728
6407,-592170.6329811738,-484235.88131193,175836.51657591586,-1225724.5437213553,131390.57672619843,390758.3630869356,2507883.6524491967,-562506.8672501463,126982.5101786803
6408,-748195.7421949089,-840701.1433580872,-11657.149080596282,-1087077.9844171903,732408.6142706785,207784.18391021446,1108818.0373524518,-1128049.8597817374,457319.09743384365
6409,-476427.72607340384,-1565313.6339887385,99965.72987297724,-808208.8610692566,720157.0054345399,149594.34046275413,1390607.285100647,-1085507.8118382427,450531.8883202793
6410,-203176.2587069188,-398398.98360860604,-97016.85760447127,-859152.2987286752,571694.7160195762,227022.69980601652,380976.452996511,-607082.4672217919,740177.7407276595
6411,227331.70610549574,-84163.23514827457,-40158.13859672274,314763.90781395615,813365.6946786421,602780.5907865822,1559749.7635517393,-723582.3075711859,161591.0423517942
6412,-40859.36892439169,-622705.1721394742,-133062.14018493856,917520.7788913395,1018739.0219723757,698001.8426057361,186474.91417207895,-536437.61725858,597003.8999641365
6413,243008.99185315316,-834294.7526933497,20800.05870983575,51042.89300613932,1223965.0883826208,-789039.4868965307,247416.83454905124,-638313.4058062183,1042326.2755861122
6414,-370942.5650213974,110997.733218426,57590.35791963618,-576251.198608774,978164.5955848577,-217395.46688533924,-558465.3810510016,-716988.5883511965,245950.05140869087
6415,-636434.1358601655,307770.7169172212,-184655.7167176559,-473472.5695600832,824897.9210045447,308905.6897133249,264222.4740499472,-202787.26982931572,456854.212412911
6416,-206643.15951776603,514107.02197053505,-158550.0544329061,-509660.6288968526,878546.0342012446,259530.56675867387,28404.52234511031,-220337.29996376147,770719.5338223623
6417,-247621.18859218468,401976.1480614174,7919.616807237151,-381112.04682324827,1170204.2468819043,466303.09847078566,1045396.6319801691,-68559.64624069154,598362.6554554463
6418,-36071.33773436735,-1269938.8698218355,180856.26588278764,-659599.7788268435,789938.9920824098,255847.8687817495,1746876.389829112,-1047507.3507732386,59754.576126485365
6419,-96747.30006443529,-915960.076434397,380951.31718164205,-724910.6245601588,674010.9752340736,298915.3051386047,1436067.4585950973,-399425.8402217127,108293.43728446518
6420,-275588.695523654,-1732231.7338443408,-121582.69142941805,-302534.25059191196,721429.3541075003,351922.2065921973,660486.5854864037,-511811.84149730485,222807.63638276095
6421,38475.25818821089,-1366445.2243708787,-289456.80189473124,-1217645.8616330817,17480.86464861734,-273921.8870402615,1785217.7165350937,-1001937.6488233735,748271.895280221
6422,-274878.54770564917,396640.845772385,164343.20671352907,-407337.09439209814,307051.667353658,-235221.05166112992,-497352.8133049053,-229873.7500558087,728370.6836953103
6423,-245760.59963052877,487439.9808155027,318349.3953160497,-539550.7958125825,51561.11511501251,262416.6804522022,-562868.7300917865,-323393.19826202013,851808.4722996536
6424,124450.50438638777,1555368.9437275592,-42047.041203208035,67952.87745448144,813859.5556776067,247293.61900054035,852383.849430473,-399597.37914201035,166292.18546827114
6425,492675.67710115225,-1177699.7972901864,-702118.864736143,-2087891.6034556818,1292229.0598953103,160948.88559055806,-1801998.930984728,-58392.12443413632,-334146.70743243024
6426,-948515.54937583,-704627.0057625592,-124578.33231334027,-422327.19904651877,800660.0292384422,449503.98012632306,698152.3576352941,-657744.852543913,-169116.42299445928
6427,-835929.4020090138,-647940.9087492531,100747.12333047774,-280430.83971970703,975084.6923239527,325133.9147707195,-2176113.49354506,-535627.8527381592,197051.56684857933
6428,-287306.84775109205,-285264.9492956867,-2484.797604701016,-1071770.4972389098,1081506.8079319238,375887.2188531656,-630020.8218605369,-908702.4658303685,750910.9067905523
6429,-617063.2668089828,21070.55226755014,-346377.3620830958,-1183161.3895410849,1207491.886626521,197228.86739230482,-1968842.046385202,-1123490.4892841806,-69460.80500255944
6430,119539.80100219091,8800.044694675365,-567630.6696929337,-7271.250727723353,371389.15461085644,348178.93755842815,1779890.9650888974,-930582.7747238533,434669.95136769884
6431,-501388.015630836,-44021.43232509936,-281647.7390184344,-1619166.4222955466,624194.5971342851,159249.99347350153,1542925.7746725557,-836329.7859928407,200306.60497408896
6432,31184.239187342813,-864421.2670420833,-372198.69026302407,-583915.0463312638,877115.6741965876,-14107.936513657914,2290850.840622369,-996066.4805471171,1164128.4953536917
6433,-773473.6637887825,-868505.343525624,320896.2524070451,-113239.36690420937,864479.7092282509,405409.7338839652,2119987.8494162518,-913520.8511794766,77275.54194693826
6434,689855.5790385392,-1281497.9477511088,45517.26023712556,-1964842.9587356704,1462805.0079948166,-175339.70019667828,-757097.6075081127,-624502.2542837874,167870.44668518077
6435,559887.1977784296,-159012.2080081146,196453.8810391532,-492182.50962906214,1055165.687639773,345133.2357671214,1964146.7228892643,-601600.1427587083,287021.0158280176
6436,159491.2277813399,-1211162.4904812453,-66965.8208936085,-673757.7028108948,1512885.787033219,477854.6859582572,1435253.8041199276,-781798.3915334444,907044.9806522944
6437,18032.303449351573,-448567.60228301596,-447513.9915326594,-592400.4998876867,-269446.8759554238,793281.6399275106,2517440.584573658,-566286.2086760816,336562.0479194657
6438,-188697.50084344193,-268841.32537811936,-460233.3678243172,-723980.6064931838,-119805.35225078207,-410971.6807335004,1062736.2133580514,-764654.0642005102,305757.844739727
6439,-558540.3673855134,-133935.97250455944,-126051.25739503407,-621700.6821795508,546694.0071235171,-29909.706159518217,1831511.1858114193,-640408.9617396409,467663.69468592387
6440,74274.9365298202,-361147.46814087604,368906.69914944214,-797573.3158274707,617994.0854877529,378118.0527471197,-738097.6319234399,-198020.27941846987,130016.45283422736
6441,169195.8267396863,129895.17105359025,338268.4345712252,-710194.7393905176,342362.05654465733,-202351.5116305442,1850180.0780894621,-518744.1396884434,571350.1830944009
6442,408963.3889918135,440537.41961912776,761593.7106022546,423792.0070826274,-176539.77717707749,179786.45650287648,900613.142365979,2068.0986482356675,291902.98704502196
6443,-749900.2119814265,268551.18328623706,17171.439307445777,-1184958.0939970582,294898.5425737207,-94206.33790432697,1190458.8406869294,-544793.761243011,1021916.1465366215
6444,-710919.7985860547,-1260387.4666328474,219197.04678332608,-406347.60858733486,250945.67809813144,13828.027793666697,1454627.0714409184,-496341.1336518896,876379.0315451251
6445,-134594.39066431747,39840.07954665297,-50840.00877713319,-730590.6602542762,189559.9519750143,174787.91934887483,579487.7924189381,-427395.6898010636,694203.9574751875
6446,-337463.51270842715,-1596844.827444796,-234178.5589456174,-691332.9196472673,535808.8251959914,226734.4272211895,711937.1431579101,-1100757.1091263571,286998.86634428427
6447,-327375.229263462,863919.9347589082,-422644.5538721144,-180438.98785757017,239495.47391020902,483993.27559584344,617586.5952487653,-695848.0774443734,871338.0908689029
6448,291141.67303244467,-969316.7958372937,-382907.05071352085,-1641438.8512519298,772005.5163783436,-54823.5907138444,123914.10931353457,-627472.7827452671,99446.15355372243
6449,464500.02186886646,-1326805.1555803502,-847890.5315457901,437532.4517109385,441877.8292669188,-82448.4247357219,604570.759634885,-258232.45981842862,-466277.090925877
6450,133495.03883762867,-852139.7662144175,-68494.50073516846,164569.60335168662,718873.258113479,102633.16950030276,155438.17310843058,-360353.11884924327,-265639.18636014685
6451,297554.6275997213,-1521205.7465111257,-297475.8795757566,499743.03933948686,354023.7196347646,14445.306323445402,702185.5629933993,-195862.99500906223,-87901.11638377188
6452,-770619.4205191592,-1118307.8441485644,-124232.42095729348,-1769771.361330827,59657.81993730832,337426.8190148255,2730537.2497954355,-1183913.6344088032,-242443.06718801032
6453,428153.19692301535,-1226319.3238167446,25571.231680152123,-956069.9445490076,-19856.746851652395,86467.52500212076,3328409.8315557097,-1075291.0268085697,298306.2940111973
6454,-692271.204482501,-472784.2302296306,905725.7087390978,800435.9568631797,1385474.542519267,305399.54986688413,-902658.495625359,-1374082.4800294354,1407750.4876405243
6455,-518753.22247057327,9138.408042409108,-126747.75411944289,-390568.01991419634,1731544.9407390105,87830.9360897576,202424.44071753323,-1412237.137855557,811725.9498978487
6456,390428.6282883515,379914.44153814286,349096.99370075867,-793102.1180969394,1302707.878826385,183996.37546556455,1444090.5805461765,150935.84958948265,785446.3571843379
6457,-813780.971217318,-1284662.174847762,-837402.7209242586,-20348.415605916525,596713.0484687216,437556.1564777581,990683.6276856689,-162497.0391303813,879177.3144267737
6458,-273400.84688545356,663637.2332997626,-413090.6474398563,6518.858097077929,-57619.07536709658,565850.4866990683,1373084.5400611255,104815.25838716922,129719.94551372691
6459,-196115.88364668319,-217787.37820647634,133828.15178325598,-450703.21814257605,920347.3397368898,-98612.0964495925,1280317.4082955064,-301436.9416819378,660051.5555292659
6460,-195514.13711429923,-72873.87030807254,-234089.05350661906,-469238.26447123964,244820.90515689272,635609.2117113477,965216.1400068859,-565425.4582665187,677723.2907997433
6461,-200210.72262021666,-899204.6783546408,-230697.91298061726,-344493.6350520118,870274.2642768079,-122532.91377440724,2007799.7887972738,-733055.494859233,182955.6070857104
6462,57822.332873394014,290732.6122965168,249748.769252482,-287352.53552564606,339356.6674985436,511565.2324584499,792965.7941346797,-475466.7401578791,551580.4158071098
6463,-107405.57759415382,-1961273.5982009163,591578.8417237021,-524415.3892277632,281529.3316869165,-214371.00322767952,1756794.7143725327,-587505.3077408622,890882.9951092644
6464,-315007.960713158,276506.3241895363,732731.7834769348,-288745.7089866769,24229.016550892266,536644.1473729685,1201425.4198562878,-839948.3847387113,-95045.94724213751
6465,229167.72710064868,275436.84361828247,-243231.11133821658,-256554.5774594528,233423.10409596562,-58979.69978424325,1611397.1556604446,-404322.88677338127,735751.3880433498
6466,13788.964049480448,-306571.43003927823,-29781.139338707784,-408982.2366298777,620893.4617458633,627266.3578796182,1519025.3558440097,-1074883.3357616984,435785.19828366395
6467,-577481.4782382034,-724343.6461008206,-258807.20467699238,-692451.1866847662,518497.32447543857,416776.98674265225,679649.5961593753,-553047.623803132,138144.68361404678
6468,-21527.691389342537,75129.40523542988,-321314.37813003117,-512081.73638878623,505338.25765148504,61125.46930201794,1054610.9267891394,-801854.2512845783,302981.4135213271
6469,-350607.2593743189,-553165.4850986664,-138238.04676475574,-682362.2960629865,730775.1265979449,280849.51096887665,1782780.165830059,-776424.3183151155,441131.8337570622
6470,30598.67100890295,-398977.9534114705,81659.37625774427,-535189.4173175748,352834.4517702523,-38230.41100436193,1026000.0887079919,-816168.1889278147,413133.58828829904
6471,-520438.7018522362,-980183.8990495675,-42298.37352522381,-835979.4775859613,466218.4998948418,163200.99851150822,746104.5634182952,-654663.1445442409,726548.4509780956
6472,306646.77441073407,-1316456.8603761154,-31429.96163663699,-1016315.2071303017,256346.97688620188,-206597.4438130526,-750467.3457784951,-824530.9041613475,-198877.3383075304
6473,-275575.6412499002,-627462.0814426079,129718.7656544199,-615029.3159255662,112551.41040979815,463736.2360704371,960686.3095742995,-592394.3717780593,151267.95029229322
6474,-182636.50324984267,-478168.7554766928,122972.02486021549,-662456.0835120474,734314.0383974116,-20882.03542278998,971132.1562196512,-593247.9789682151,737882.3013817614
6475,38302.903514618985,74602.82134267571,197691.23297666153,584445.9000790999,-244671.5453504906,598584.3522695841,1822265.5438628667,-1286804.8798378408,847476.7175066889
6476,-451433.580193521,-1741070.8460484245,376796.1155177463,-1386757.442779312,609722.6265179946,-335596.8387443726,-1317593.1442859145,-1409759.7749603973,-71822.0109665913
6477,-239953.62540471228,-1130551.101071796,-217013.85895282065,-850429.494486843,781360.8414894431,-451958.04061679123,-71043.097196294,-1507469.5439024344,929519.9847765511
6478,-169994.8914433038,-809984.6416645288,147450.48554865003,-138530.5631864844,-180604.66263490822,53085.62763154018,1175193.8530537034,47017.68713267089,63188.38687886228
6479,-343862.71469736006,237132.65810390888,-164409.81777396193,-540648.1248946497,890380.8642230383,465546.56774490967,1355340.286135195,-545052.5648390923,728429.0143066628
6480,-431739.5943581185,155491.15314771398,228010.0282407211,-671025.1083764808,1287406.656243737,465971.1984934214,37546.982491351664,-566419.9488458073,281106.4613867954
6481,134257.98610162875,492134.4675513761,-251227.80384249345,-365574.72397058655,1627728.626273169,160655.24666940968,495953.31348089455,-368496.1752710951,7917.229304958601
6482,-405165.4366007347,-1488102.8160315496,460358.3325245022,-758343.8390053242,1012221.8250070233,486282.1706960761,1433288.3816359604,-754483.4054832055,894510.7743810965
6483,-393925.406910802,-369760.16779430595,-510238.86924437375,720684.3788025755,1588817.2450657748,821028.7379521397,1142765.4825475942,-1218004.0698054598,-277359.0885570308
6484,-490309.6890498593,-1749259.2596018065,528755.8379743735,373808.8287850723,-318513.48290797835,87376.99443435122,507582.02930430416,-1139123.8319453606,734253.0631839914
6485,-276456.7359630256,1793408.8441307067,-174064.5298156425,-1070232.0879188771,-150967.36609981535,658270.9706683933,556535.7970715747,196705.49022680847,617954.1102270694
6486,-8452.640468657366,-173576.09448096692,-2985.9082215748494,-130289.385696562,248863.131624897,550011.799960542,-1015909.0970251583,400106.56931872165,720168.7150296101
6487,-560513.1668005927,476104.25956161704,-112671.18166143587,-368434.92555233254,140613.85355346347,113030.13964068657,251484.18715955457,-329195.89826340263,542946.1103686879
6488,408479.0445758633,-911801.4097744477,-58076.39726726292,-777874.2816196261,370218.4668663831,-28512.196961737354,910854.6803382039,-403515.8124589679,547218.5245749252
6489,-460641.82397819473,-840234.3363610014,-224819.39123053965,-924680.1945990878,708930.1432117629,488023.98823156627,913915.7852349612,-798886.7592801102,375221.47119933204
6490,-202229.0275630689,-931493.8110586251,207758.37137021672,-307039.9194939027,699509.2456905604,559998.0074466658,1654990.9836563019,-820785.2144024341,598746.9253854654
6491,-143261.21477761294,-488383.3413806504,-140052.13249829016,-641860.432168767,577731.0884908736,642940.0664596983,2210785.7424663855,-549880.0411794174,475407.6814105795
6492,-245516.74917981075,65269.149460284156,-141783.95257026237,-620547.5802831267,1103999.368955419,770955.248452714,1489203.1207967447,-485324.1619022192,178259.37780384067
6493,-553505.1975632868,-1089585.344471661,-625510.6331962903,-1105479.29200819,1322652.1905068387,-494739.54510696884,2242183.8580195834,-77548.93896741467,933001.3817303015
6494,-249242.65861999395,-1041428.0502676638,-232265.75590561598,-111826.97453073226,512706.03425200353,137043.8526610518,1611423.311637286,98120.7412274155,52189.64995258977
6495,-378107.7071948884,-1482888.0751395356,-444781.8231603056,69735.30450162536,1091312.4181329824,203232.13880973973,1727345.8171822885,-740052.8758146606,195339.75782081205
6496,-153828.40580613515,-1471351.9262312325,141424.2331930818,-641209.710623242,1288339.3128995933,17843.64399711648,2210598.817481564,-724772.6858730012,623608.9573503382
6497,378367.55468810577,-163560.84367617802,456948.2961338465,-360345.8832415157,-35167.73066834989,137933.3908314281,2956260.780737281,-657972.2404122901,802635.6818242093
6498,-630714.7992927259,-452470.05061935924,-383255.1826959712,-652067.1405539515,1104776.4859569569,-8330.804532709531,-844882.6638175631,-1323599.0355741698,1039090.04456933
6499,-302697.8096244164,-568119.2603165463,370700.3926113525,-678426.7793875003,1137782.2334608734,574334.1063378155,1884535.2333872083,-1273674.0633450043,308200.81597664533
6500,-680087.1989766693,-103635.70881969982,103825.99394186004,428131.42918219627,476889.7981897162,870438.0822888003,-383910.4443370458,-1664270.485580457,644178.4533768217
6501,-426725.5593483256,-115981.31396328006,15283.70870728069,-1368916.1238098843,443146.34200877184,-344949.8533922571,2096088.8858969416,-251361.18038010842,362751.4097010859
6502,-302791.55392433784,-1033378.2687801236,-301943.3477610429,-999006.9456545971,69440.72058469197,564671.4804886233,1363785.4118364267,-1071543.9176257215,363381.81316767074
6503,-142411.8588534993,-32862.76625517721,88149.70217663073,-313815.76224136585,1189944.5171061235,-91590.64677087916,72195.08397926623,-735547.6033844774,761293.6767404953
6504,-244006.405586289,494476.08058322687,415483.5595688153,-1006735.670528054,1316787.039374721,-110421.54869184399,646738.2647256074,-488690.06839122064,754572.7950631506
6505,-171496.31017443922,-1147494.4987773101,-11440.260852838983,321354.7643325515,409932.88949429546,574622.7487649884,227881.81070032995,-909496.3061492282,214880.87392492732
6506,-159942.2173078627,-80409.85461605003,137557.93039048056,-807966.5819730811,797160.5065917284,-227267.31301226816,824120.1194257708,-657494.1449502778,457056.7494590513
6507,-71196.9109485813,-626828.2331673943,-85261.26239135396,-769017.8290552426,1543219.340225664,321103.7824587752,1367558.1208377047,-717726.2779304635,301880.2406285738
6508,-104597.01760569774,-1007543.3290636269,-69508.57726217271,-663379.5373279408,766280.4802780913,302863.93270991533,5814.4844451290555,-699080.8076858069,282816.09310135595
6509,-531873.0723833629,-1331012.3782967995,-120962.8861113392,147752.57855215925,191496.82379540405,131844.08075083885,-1490293.8608602309,-404239.9362461098,-322682.80120199174
6510,-624714.8616166982,-550139.903926266,-90167.22839650081,-1138224.2053144826,660695.2653430069,480536.9395802156,-1888156.1641644142,-836807.7195690159,642702.3041241725
6511,-435285.5561346519,-865628.2190937483,306448.9990502327,-225383.56885573023,490924.0509822273,589485.034691323,1784815.2723717012,-904091.7940747343,172363.8534157283
6512,-569632.1242988005,-387628.83622379194,-297177.49163534434,-937595.5111960997,263873.1615570183,612905.1097074966,1828787.6383093258,-696578.6689204973,10121.036887903
6513,-149335.15840392513,-391533.4746708324,-157578.90770438628,-574469.9318053122,565215.7377697623,-11977.188569929567,1427645.3440449717,-701502.6235057978,536979.3950758146
6514,-271208.30796448083,-534137.057105943,-66178.65767592425,-41267.51594986778,1090338.0303709607,515010.15677539713,347049.03567648213,-604159.3016644749,437486.0627893512
6515,-76208.86281155603,-821919.0056243417,253570.52239803004,-872073.8789907611,225984.16998012667,94468.40469095367,1674336.1218133485,-790839.9073735812,567470.538336558
6516,-149339.58278874215,-1325013.5368685727,104423.6574757708,-73806.44108460203,328405.59461658634,365295.27481184644,1084216.8714506202,-719915.3679734255,498448.6705767461
6517,-159782.00634987676,-391649.62590320734,-51263.32782042434,-995063.69339319,-274897.47638240526,523137.4937709491,-199058.93900415534,-798863.911686915,231959.79573883675
6518,-28538.183291017776,-1676153.205128681,-494079.5434349781,-1204163.6409584205,1202625.7147599324,550030.4684819758,725336.0096304892,-855607.4988891651,715341.8295069095
6519,47268.748610531446,524718.7393114502,330041.3839691109,455220.0951182442,499660.474528871,551064.2909819417,643490.1571622174,-890353.1887059137,727656.394995326
6520,40728.01845281664,124090.35962336184,-491486.7828893709,-1331975.544814069,1210407.438486646,927557.7268571899,547335.9067389923,-847669.6587086183,21275.21909576631
6521,-388895.3786702445,-171996.4812272567,415130.3502650518,49510.94168093742,1309453.549772584,588778.0380590783,224348.07684163563,-479490.6385328829,119644.22763306135
6522,229659.5626452022,-387009.30527850636,273245.0718581816,-904776.5729972984,469797.1103325109,86733.97973045381,1414735.7694212408,-513740.9810914196,806130.2142407626
6523,333708.5119571603,-487278.3592711028,-115621.81903239922,-522174.6877692521,431321.1172825643,588879.5061573245,636304.8090106491,-1191724.706173917,191142.332658557
6524,-640426.6091645786,-1628852.6353058447,-205810.00010834623,-909749.8364923619,371577.34833814483,58387.67573974293,714807.3260595631,-184532.82598330418,322642.3946574982
6525,371659.8254259529,324208.9183637239,335726.1491364677,-823067.6021462653,521900.53127950244,233240.51125624578,1307374.955126211,-1154931.3459382253,591754.7272549114
6526,-331235.43350293045,-1484846.4771571017,-3787.609096144093,-670046.0147210407,273737.08947917377,-14388.664498546976,1167129.5155442257,-1196562.0350884786,523025.3705302691
6527,-308375.3437251571,-433537.56568108604,56038.81834441656,-622221.7605334878,697902.2261092202,233940.64078440063,1213778.859888317,-1158690.7558540627,475745.929019914
6528,-207574.36714038753,237666.5453034409,452644.50503231096,-1171370.601783394,-234981.70253845048,198289.85335596895,1104534.3875233692,-1044216.7488474373,350979.1659486459
6529,-315399.02184260695,-944977.0519256224,34792.54472956562,-82973.31601303804,1030284.1881074377,182579.51148782403,1267421.8534986638,-682677.3928008369,521347.29939493863
6530,190705.70678884943,-455540.6642403832,146998.26819471968,-655545.6148286469,423061.1977038088,486165.41951727367,2087511.101860609,-403112.12737298605,3366.8348179960158
6531,-778237.0293354052,-800219.594752826,146998.26819471968,-1569625.114711257,343848.24573101336,-529035.3032500471,-2559130.9023162923,-1739259.0765775465,369219.9853330618
6532,137263.15691256046,-1326293.3386940558,-445300.91785777383,-297461.8890469001,541683.7125975997,581585.379295201,-2166764.179779689,117292.47443356505,170563.77407747693
6533,-627754.3629933356,541220.3923039058,-167489.9938075844,-388406.20337546023,797327.5145864869,171934.30351951683,-1688786.9618971208,-640271.0400075924,670405.4959356007
6534,-117163.2030242033,-174571.63531713793,-287448.0400480513,-582997.0903230531,284083.39680909854,234234.5444762957,373768.5746012116,-406514.2471244794,636354.8466217665
6535,55964.644861700945,312814.1444661595,278244.7031531768,-40129.32326364273,72166.83012448647,217671.41021140933,1020486.5933024772,-886182.2885653613,650353.4517569519
6536,5197.068064541672,-1164601.9040898604,-292463.7030169681,-552847.244745566,910944.0452111324,17096.411861826666,3064609.7024248578,-754266.5115816087,-184342.57098975964
6537,-558279.4592283961,-983238.6873788539,76192.63501434424,-656245.207787386,307442.881433086,398416.86331922223,1242585.8866547854,-1102074.0004936317,-135836.10633191047
6538,185694.65970477962,-1441086.3230131052,-142076.82046943798,-73951.44211138017,955650.0325562663,-185090.24810857535,-516755.49011914385,-1091129.3634037229,1036244.1915070345
6539,-245495.34321880585,-642989.5514314347,41668.01694264659,-75043.61260303913,-273805.12871388486,513202.4735430841,2501273.656759599,-194984.94835332758,487485.0218641644
6540,79754.57468024467,-509400.4123751741,-270288.1132506082,-1094056.0082489527,529882.7570311907,-154082.05174940848,380330.62896668864,-1088156.0618946804,703379.4893845643
6541,-115511.96966715355,-562154.7309144145,332679.23918991396,614.9646258725552,576025.3871915301,141537.647439552,1780275.1039296663,-563315.8000902941,400256.6067343124
6542,120582.17577758734,-203840.795219481,383056.5480129735,-666675.5756667904,469809.3887526139,416175.35014409886,2440775.86122653,-384197.31804755784,133896.04189910227
6543,-101967.24508133961,-1015119.228186798,317497.947356874,-555145.0251039969,737887.6230456743,264811.0655767891,436606.8556318856,-626462.4290621458,608291.1523560383
6544,-58934.365229160874,-955727.6500498779,169105.21975224488,-1204690.7443607347,59.34879405191168,848507.770724365,1809306.7624694288,-299710.95896831644,841901.0689216569
6545,21753.554566886625,-1065728.8699886096,190491.34602811513,-475642.5006627261,461415.24898464885,230585.80287553265,383179.5508103259,-149528.89744980063,879952.134832754
6546,-751869.1664066708,-617070.3132952516,-431287.17831473856,-972473.6235328357,108351.8104508149,314865.70206359494,1358900.6893831552,-1497243.3478063692,469812.69723732513
6547,-192657.19667859958,-1175235.3955379783,-276145.69716707245,-339108.41921329696,1833931.4094102485,328283.8507110566,-461701.4684405457,-676388.9650440337,823330.965356875
6548,-107229.1338928151,108260.07470509585,-270320.11085499544,-422757.29736979154,716277.5706475833,231888.3219826693,-58406.82305139466,-681029.1473972755,189497.40397347207
6549,-174201.63850212994,-1391681.0927815787,261679.25892399414,-523102.39630209445,730670.6414581062,445107.57571108534,1602378.4588990414,-659116.1162043815,235949.36046542646
6550,-258362.26667286956,-1370186.6033100195,-321712.2600790736,38333.9919609956,98536.10694272444,1063104.5256555153,-308934.92690539453,-150428.83019631158,101938.70405466738
6551,53514.0996770222,-175765.4602500375,476116.73498243256,-154764.04516132246,1682368.2598607002,996767.9607672587,304552.0853799209,-293261.36916003283,935081.6133008874
6552,112038.73053035385,-1682741.8782020353,640068.741105448,-1613596.2500474134,2017259.3732672473,149227.23158995318,-228828.86752817268,-1141367.2159635546,652063.4834466917
6553,-68097.68101224769,-1485349.892394806,45066.83308347629,639761.5749965487,1866637.6754929565,12083.197343364358,746298.3890044075,-292551.81029198295,319321.6621585351
6554,396808.3862052917,385147.07413342467,486922.4783819603,-476837.0240166248,332818.22024682444,536894.6268909526,754329.401888079,49734.259241283406,1123886.9860814982
6555,-460150.3304375559,73097.2562228929,253610.05468109413,-800110.1790216393,1202079.4439619805,471514.55215254775,351547.98668386834,-1077863.5846121688,453234.8402083528
6556,121015.27086428856,-182766.94195263146,37949.131313968915,25553.375433651032,344511.9609205888,293093.6551949936,197859.80372021347,-325449.6474102107,322134.6063749001
6557,-608563.2897889037,-1412385.5545414302,126377.06500938663,-738118.6212129716,980102.4774157633,209452.38414238358,1542840.657570323,-554531.8158860684,257824.88494511112
6558,-124023.97157044138,-241841.8549462366,173605.4670835141,-98154.52928802127,934794.0764903675,277298.30996512144,150064.83221619343,-1018278.6189211865,329554.4046623267
6559,-337847.70131667785,-396028.96388440335,-75097.11922505428,-958059.5961148897,779358.1753969286,189727.48908299452,1130805.5548312822,-923159.516664414,309107.72642163397
6560,-610172.3759365847,332045.81463669613,49910.56856621418,-52268.006134971045,594754.3529932755,173423.5838297907,1147657.7533460767,-732463.452068226,515852.04315569415
6561,-328041.36976761464,30712.403703681426,-67279.46078923519,-1078066.6665289258,925562.6750565532,252296.2051797196,304954.2492271755,-936248.536637447,289222.8214563993
6562,70961.88581326173,-914041.4257287653,49079.03140690958,425564.4686537776,1499160.3770571493,399744.0511336493,955878.5832610617,-753799.1991278109,475849.65660961834
6563,-503533.4997849809,-855683.6105048417,96475.18843129091,-990424.4469445759,674792.5586465234,233591.63392044348,1205185.3963784147,-886980.361275408,214954.31109280977
6564,70588.14917783748,7413.229606942856,135584.1793292798,54122.5434134322,1540326.8584298019,559352.1112421938,1247740.9593435973,-854945.2069643923,530767.1301046296
6565,-125234.53776595416,-5273.9009742559865,-540962.0502158722,-133880.0928584457,210606.82735356968,385849.8876282512,1371670.3731037704,-924745.0117341485,338276.97978686006
6566,-219758.10768798308,-1554977.2244057874,143881.31817246717,-401982.34304771514,954058.6286410945,202613.88159330492,2277097.943440891,-995996.6230413684,232549.80555551848
6567,-49779.70238432946,-438405.7033020924,-426116.31534121046,-821724.3442952435,54998.02402911428,828457.9337608943,609814.7610907038,-434580.5651440497,-109003.37113531586
6568,-375537.8490405377,38753.83303595183,-247261.31128476025,-791020.2685835218,1561473.9465925645,739296.3189964731,2048305.6041998523,-624240.5969455529,1237512.864454582
6569,215917.24421000626,-1665287.7237245846,-473010.179528842,-703481.692221812,921890.2108934068,135471.4859550544,915173.3272802113,-1031899.8701398141,11196.376483178465
6570,-211608.47825889906,-1730873.0147961634,674531.2932759747,-869358.221037717,871523.6797855243,429253.71435406036,980748.0061778543,-844613.2016336959,1226005.6253761011
6571,-203999.24509228498,-1263004.9935573903,-346127.85538749525,-462866.2811209145,856183.3329149187,189275.1689433062,1756005.476586868,-869242.4077883903,963087.8691099253
6572,-30778.097895909566,-1314346.3865085354,-463670.5882651827,-702429.1626643472,429695.9918397942,18383.57778185478,1745015.307553622,117130.39721599617,1071756.4586068878
6573,-526129.8579883788,-679572.4598283946,-447404.62089955865,-394061.3243342297,662851.8771953743,222984.0266090209,1125092.6283679423,110253.46544265177,860112.7769528036
6574,-282009.1129219985,-444187.19775354874,279780.0416848222,533997.2788158866,1168290.8919483642,467492.22669172264,2078522.2539401522,-272049.3330597512,1293241.7533662017
6575,-103306.47345257248,337713.02531126386,-17220.452733056503,331222.460484499,937511.9483169226,-80994.2106298441,1574773.1896060812,-213731.1906450648,285606.90848953207
