Draw,"Atlanta, GA","Chicago, IL","Dallas-Ft. Worth, TX","Houston, TX","Los Angeles, CA","Miami-Ft. Lauderdale, FL","New York, NY","Philadelphia, PA",Puerto Rico
2018,-99350.98830054182,465789.2067663695,78182.73774371459,-563711.6071089373,464016.2846971578,405022.0954598802,587033.2956051328,-916348.3160652664,668607.7884931457
2019,-533214.4922000894,38298.80330067885,126315.23577718728,-299351.62928357814,932409.7259014915,421531.9815955118,867254.731920138,-445401.7066003216,839925.3836759442
2020,360364.2798154247,370698.3713864783,531998.7006221847,-307205.1359464214,812423.0210632284,185777.7994514563,-1697749.5027279938,-787592.7181818169,-69983.72479579621
2021,284983.58637312124,221605.95199954184,-220386.43468146212,-282794.32296656293,46038.37270486518,223449.74396725395,-1603437.5494432887,-583791.1715415063,456549.566529277
2022,176079.01088253496,-1041281.0946239881,-38716.49983628141,-523008.75325418706,652031.6854078884,261648.6495271132,286932.9147432293,-744143.6814829918,159468.95314423484
2023,171502.4074354379,-1078883.8573449245,-182965.67419868568,-497537.7740803604,253400.67107195035,273915.095303869,1253053.0113112035,-742797.0805860149,157402.64297745074
2024,256317.0115327685,-1146255.4586136937,-422436.8223218254,-776121.9881351108,737440.783585992,386234.98878606595,-11560.449280782137,-598345.0143032863,131168.06851669983
2025,-88287.7703364293,-9030.382517702295,49907.137418221915,-713127.9293253426,349113.39502520324,181423.73026025307,1674474.3561485908,-820830.4711970119,508108.8647903325
2026,-572037.8328966199,-1552733.4049011695,-90408.62703259313,-824695.225232569,272590.49388867244,382712.78239340626,-171187.35642939806,-656406.0416894516,251896.34150444693
2027,-417279.69854286534,-1552221.944432327,495601.0155673858,265893.1059181787,845074.7563635996,594293.0371096055,736029.8336289392,-553004.5483892245,666856.6825194911
2028,-932618.5877257518,-1343992.970974518,110169.06460899755,-1071448.9302353808,498650.81541685434,102137.87361310446,3280718.6320149037,-887559.452093046,1084462.2803733386
2029,-341026.81612997595,-922175.8253491686,-84582.27641248377,-1112681.064237731,818327.111728356,191243.0688026382,2869855.3818756267,-922994.3992870415,712234.5035207879
2030,-253791.02802390966,119794.87591896253,-47047.34323966538,-828480.7202025192,1046058.2959830151,252681.07082434732,-546788.2189962482,-606836.6396905283,603076.3064469886
2031,283539.9662611186,-414583.5370203216,-3619.5557247414254,-1548414.6552496222,640498.9465857388,213727.640348888,961849.9162773862,-475632.2356545174,467735.76937648864
2032,-123356.87969692284,-885351.917269977,-35353.31763887708,-17710.986728171585,679963.0894634032,339763.2754870254,1102307.818349868,-722040.2926261306,638435.3052811397
2033,67826.17186506069,-264560.5412344504,-54396.14167357946,-28364.189408306032,876333.3291289173,497571.9792107621,937556.1761255674,-670411.7782323328,786683.4363104706
2034,-46290.96721447667,-1208223.5915047976,262156.74361544056,-1349304.521589907,221013.4075954249,181046.9659236949,2924482.1194220167,-692117.3862617438,272504.8187175959
2035,7429.0788755409885,-1280767.6596501146,268310.6355534494,-1347463.392572476,809802.94233341,171103.9943484607,3069124.4014471336,-814352.6412515353,778345.4504281527
2036,-271362.78065263527,-923667.8939157755,154227.31155930948,-123210.43559570564,940116.9750688004,380892.557776434,-420016.4281838755,-822912.9384383606,520652.25904609147
2037,-68584.06450775801,40751.84584887279,-972.725456690765,-892579.361446529,-140286.0347180434,439431.7926791541,2043797.2662432692,-479407.89297991106,356630.17531670956
2038,176101.33262884454,-1451636.9749461988,-252438.4698836687,177217.15283434244,393591.1063677978,728887.1503335955,1671197.7999917148,-795821.8301719077,930101.2806845676
2039,-508039.0025465089,407936.52725540043,264425.2690059999,-736525.2474609322,137935.17194227944,-49361.499847002444,1830377.9513297938,-749054.715186979,260928.49286486255
2040,-249056.50541958155,187955.18723698752,30732.389273529523,-603785.4167695703,121367.57990400726,595963.2572083976,1153068.2642660062,-590470.4017240964,142887.39234616165
2041,-296663.17037583655,-993889.2135343256,3711.6359369918937,-696422.6035878849,357746.4354636306,-43698.13159889972,1870342.7748128474,-758300.8244233686,552726.8313121381
2042,-135643.5680916258,-1102611.6071535922,349152.0386409834,-195692.80795649567,875049.8202026798,-28768.264077416272,978454.6700511253,-515252.9978245308,447022.4345751838
2043,-125108.20151052612,-127448.47596747172,-223250.4876824601,-799725.8109739115,578138.3166051221,564132.623579926,457352.573653908,-725544.0163152189,57630.26106485305
2044,8360.458288606664,283152.50389421475,124906.03835576528,103466.54482068331,397973.639064569,360746.71208492806,-128238.47231430141,-582487.5488408298,1002980.5939562412
2045,-229672.79665371065,-12022.02169060451,347586.2566039576,-698664.0183910127,1129516.4526907594,536071.3348824648,649519.1874493412,-952238.4292154497,620426.2229051673
2046,-26414.493081661058,610253.8036581161,-288923.1451502368,-887726.1891618114,914064.0156370685,280845.8528571249,-35843.63296574587,-271345.3622770548,877882.6109653731
2047,-425378.3906455439,-519701.7171550344,304031.2852062433,-590527.0361596663,815633.088102448,221553.03172648267,82744.82061029552,-220075.39336370234,362427.396801871
2048,-442010.58495896554,-702186.0900349707,255617.4064942688,-605551.8457831625,857424.7158057673,290282.45089699386,255683.76728096046,-245690.0472446218,312494.28904300183
2049,-624758.775485624,-259140.57044830522,88778.4424188683,-446465.7029045882,455988.7620728803,437510.62017478736,419362.29030429246,-44149.93113480997,711601.9720622936
2050,-101757.44337200822,-155246.96095600538,5285.959380366374,-364621.8917023429,997089.7268674013,88194.18816113519,1695747.1435530866,-455695.1761582331,689439.1893352931
2051,-220291.08304063347,-105891.65465731325,176598.77280727576,-164471.50538074563,1191133.6324632354,-288164.2776232868,864648.1580959684,-377408.5178634068,-254823.4795797693
2052,-45541.80755744106,-1100099.587374309,-244000.11075728585,-699852.9133376245,1212786.7347817943,526590.5290499673,1581660.1336788838,-382300.65045419126,-5865.351884838892
2053,-57291.86654866079,-1473372.2100679746,-40766.40272625955,-297973.10848653817,540054.7051980423,832083.5876120382,1709602.791872248,-518645.2005164132,143562.21249854565
2054,-560275.7915336323,218662.38772540423,194679.43125141563,-219558.42924101034,863360.8627370154,131249.20123090653,3036426.5003749244,-834054.2986527763,975973.5943982403
2055,282047.6577661879,-823392.466775374,-212918.71502878168,-650585.6879667159,781212.6092685948,281017.0781408404,1689542.2042758218,-798270.9515099349,825469.6674396559
2056,-630339.8299133829,-680678.7502848615,360082.9893680392,-110459.01009337511,-11866.979827197501,468079.63027792866,354834.48723866884,-706329.7341446885,1271845.31364142
2057,130954.12380790617,-1268556.514631307,119950.38929553353,-396333.938525961,677530.0927575161,326766.67087696784,3450096.3612421765,-713869.0893821232,421389.15781845665
2058,14275.572100137826,-548461.7681414121,138390.94869688398,-515778.7432757638,178868.41233286192,211665.10851232498,820616.2490515905,-458964.3672493781,519030.6397103765
2059,-416471.4077773945,-392913.20522549923,185429.93214396725,-195206.88406982727,841024.5583861005,266138.8828439972,929666.331525268,-277197.1179922626,521745.24014864536
2060,-501344.92656735727,-1557648.2574951441,345353.8547541739,-488320.44914976484,744440.426972527,-2660.871573668788,1406008.1172069036,-458481.2826482217,338717.16065599956
2061,627278.529436606,819471.0001931846,-247361.6750558312,-846341.6956592068,765527.4942710961,-151520.04274601513,3121164.4329807907,-1017428.9686409229,1100594.6624799932
2062,-237902.98238862294,-369277.73596256773,496664.31447484763,-192738.68712471554,156421.12968826527,573166.8027308094,2113566.4641097584,-1063935.4105425235,983565.4652343269
2063,-432030.3546379482,-924748.5010832443,197243.451952302,-199142.37497565697,948244.4316757384,-74504.74171374564,2118468.1894140635,-1103932.2413546385,172113.68643865874
2064,-63141.28425253555,-1122050.0210619802,431141.2743643533,-987028.9921900827,578843.5140175985,-90889.94937394152,-548727.32088556,-767347.8710078398,545420.024038366
2065,-97009.30969845667,-154150.57792635902,-504016.2490788703,-956916.498217741,785488.9806231544,100699.53796025051,880043.5206980575,-480694.9544526676,554633.9812611473
2066,-65252.73086803162,-1361307.777486323,122167.34964051575,-405155.5736811593,1126379.5445081994,553521.7783151688,133941.97614454245,-775364.4808922809,316186.0367891316
2067,-447980.0396257497,-979148.7928413869,287407.31955459644,-355313.932305395,647403.162624097,309680.4983684273,1255375.3925269647,-377684.22229263466,710890.7104702452
2068,-128461.78109429218,-841778.8377583143,-221933.45027479844,-211039.05183505686,1345273.6137707254,18388.664861775702,768151.4099619789,-1091181.1816877618,584936.5457449979
2069,33388.59247835982,194802.38652714295,-525037.4737462021,-108114.94563259475,1147032.045000942,269281.8221282299,1492030.6880818112,-241055.07120623544,639398.6762570101
2070,-156661.19282532507,-359708.63784197636,68542.73049554939,-606937.357112755,68104.82584227505,539353.7217279952,1693553.0406714403,-533995.5678412897,610422.2537765321
2071,-329690.7128677254,-402023.4400665822,-69869.50127184391,-395583.84850545216,777804.33166686,76653.62775484263,1798202.4121435443,-644249.3625306278,671900.088396175
2072,-289017.4085395215,-1210232.064102355,-250581.31464835885,-694776.1516386184,549111.2727640367,84358.16870650847,837278.0482159727,-513362.8741794394,541290.6597190653
2073,-164309.34274592227,-1071532.4183535692,-131522.82360678876,-776061.299709932,439868.5832790851,326221.65151955525,1058630.389363523,-428983.9713710437,514740.7195160566
2074,315109.81937584805,198719.78764078673,-431250.03914953384,-186467.58570825472,529887.084324392,-214595.04153316596,2064152.5228382847,-171638.43817371933,38787.51673692628
2075,207074.06660793495,-927102.6271695124,-272039.51689352875,-691371.3084429161,594387.5590031329,154504.93540369184,-346638.091697461,-1360990.5820898765,357912.25509375683
2076,-647422.4630635022,-1108500.6326286998,-227401.2781750639,-983893.7584249222,874113.4051757967,-58987.05885348504,1095713.9675832563,-551986.5856564385,171779.89129722025
2077,-322574.68614156195,-1223629.9686508696,22878.718743046047,-629468.250002344,486059.25702218036,-30960.575972161605,483667.1406229432,-868856.9102748238,468929.4332766193
2078,144247.79706621374,-1138181.0781330646,103257.30400740914,-656639.032651246,-496.87364092003554,475847.98964964226,-101116.59265974816,-636316.575849275,530153.7747956521
2079,-564381.1974540754,-441689.0622196604,294275.47225100384,-351498.44437166303,339097.4603256418,195261.49823393847,717688.3023626795,-846799.1682133032,178913.07130692387
2080,154894.5102602662,384611.98432349577,455730.7737519423,-1229131.8899107429,309817.4801466253,278483.8809142215,-248834.41377470363,-917988.4304304161,285627.1028560612
2081,340608.8317734273,-874692.7091001451,262587.42017345084,-1430903.375883534,238103.17774376413,461501.37977004726,718603.4181409976,-916968.33046779,-43888.72462075972
2082,-566889.6312867805,-897367.470986417,-153209.3639799807,-1251945.167802562,-74683.09010177967,130237.62334555213,-18650.723429987207,-582698.6363238189,685491.198588501
2083,-42838.78265973891,149679.07374973467,-121486.78727272595,-1059548.3264784077,358509.41125077265,343878.7448708577,378122.8845066163,-1024871.0336751415,462783.44626491494
2084,-411902.6066901473,-301624.5992458324,362512.452252805,-1257103.081403858,-63598.723753729835,328916.7144736467,-773342.1378340125,-766734.19794694,435999.4398905416
2085,-836197.1880453802,-1056886.5239964393,119550.39432432526,-1898101.9380783082,1417201.556374664,-245903.16622031806,-1932726.8544011218,-431734.5596717439,465833.5450173388
2086,256017.38568391534,61988.58719386335,-19105.401444550836,130237.47525307478,1087989.3792785436,630360.2900452582,3059875.8267523106,-907451.0877967447,116461.45759292133
2087,-213342.3883414101,-847636.6732859644,222638.09245454904,-1494196.8320498546,1061600.4528117639,766843.7603127246,625854.6042376356,-563853.3193706401,656626.6530128818
2088,408898.25558217464,-27190.264386800933,-877546.0467841283,-474254.3782826185,379114.9018637268,-367489.9182342745,1264972.855833882,-752567.5934903922,-146668.57548596896
2089,-305611.44949917507,136599.7954924506,740276.8416934699,-344555.0191045371,382933.89209798235,617570.3982516978,2301332.962421294,-863989.3210291003,440784.43993975525
2090,-197143.33004574908,-201026.71569810272,115426.32179971912,-1026445.6827128391,574408.675200932,416240.01816201676,-29139.04900457803,-694790.7234307327,477700.6621281854
2091,170530.73234589002,-385716.12952434586,273328.65600835974,-525128.0547831139,517532.5598007261,881600.7680654872,-857255.0757036209,-810575.8331332197,299207.9067832653
2092,-293131.816989998,-39633.42693602387,327796.8823879822,-692863.3872130039,1172743.2545370664,650786.7982698482,2444674.596380027,-1055719.6256109683,838568.0286734987
2093,199382.2239176337,928935.1389917302,-47934.21874885552,-747162.1847156665,982249.5306013504,475361.94898048905,-300778.8521366962,-312673.3684887013,197113.46742902417
2094,43520.62297199597,1139249.784455875,-139572.03600694798,-273560.60053634853,547309.1551690234,271779.5222719546,-394619.854382731,-760732.3061381707,205518.08746954054
2095,-474249.7842419343,-1586587.5266878246,-182760.56618916302,-226285.0507556881,1024258.4407326072,185237.69844582258,427189.02641401533,-742477.9893169473,401763.62044024956
2096,-137937.16097227822,202455.3089469287,450337.3482828643,-849176.3874029538,718740.5109438316,640191.2276599152,1927798.25225697,-1110184.1554573462,447825.0490579717
2097,-284637.9490311232,-1125749.8605148643,157688.56068992417,-1030607.2776061334,402908.0177323243,744834.3688055212,3794508.1273349803,-338931.305505128,1051620.9224707324
2098,68413.69163220283,-1362981.2092711476,-248372.9498747111,-48835.31496851903,346470.6458792314,-53232.89486395754,4047652.8801983465,-145875.3329832604,1036372.1296093387
2099,-90541.94031474285,223433.97199245286,-313254.2080599553,-496243.6825912079,186333.0115846831,75790.23215013824,-387164.97723256843,-611487.7756303628,1250797.9164959644
2100,-131893.7399523356,-1612626.9399818582,387478.9195054355,-849159.5853634909,369184.9970905923,-50090.61079388275,505930.1030797581,-885745.203074874,286750.73449366656
2101,-102112.17934819852,884664.334097988,-711465.8004052893,-728740.003531387,869802.094140776,65574.88579008309,676235.9722283904,-117778.13887845143,600588.5846961036
2102,-623632.4471755105,-1531385.0808856958,-371365.0318042326,-1450379.4439495995,-248121.44306524796,458291.7094488129,-583679.4219694622,-1015439.7574285732,1032449.9956769273
2103,-495229.67842832324,521525.4967722632,150034.67884894763,-422548.3589465334,1421809.4350837776,43726.78638502851,573404.6254995288,-711766.6297419138,41413.08599890582
2104,-75148.46458932571,30145.388353911694,36211.585237555206,-248202.4711688565,604461.8148878594,374863.21278996207,375396.36604954535,-169126.59498006327,954002.1051061354
2105,-603832.6220387632,196178.94439896452,119898.5421700956,140879.79868918355,424566.0720216925,-190031.05235520913,-493469.25568611734,41845.84216134588,886444.5848917395
2106,170740.042625405,-1265262.3344039703,-80320.93617712392,-980892.8158557159,1751566.0679000309,794208.5156162872,-487401.84048376326,-641008.6008457876,115566.4647996875
2107,-127145.68034102686,-1236242.1624110835,142944.73245388293,-978879.8181012855,289821.8607118423,216490.17832638603,2703390.7070939303,-139249.68162099505,635282.5919559274
2108,74268.6258263354,-739747.3457308176,89412.55457585352,-272336.94809790305,349034.69079541275,545414.9394715356,972860.3118341037,-982232.2505462838,720707.800859302
2109,553414.3864842685,-588960.3979235819,-252184.81366483052,-1111221.3487184658,601777.4501645449,-219677.64944393374,1227773.5140181272,-1373019.9489708804,-339313.11790402513
2110,-832001.0884969004,-19376.641998175764,544641.6933893092,238215.78077546437,629812.9428733117,372032.40621428424,1756238.274216157,-807696.3794783034,-29586.118026020238
2111,-720473.2566964373,-647858.4117829863,460648.862968478,-978136.1945979426,372528.47747798753,194807.66900028975,621863.1346822637,-631334.693322749,-30467.175547438907
2112,315543.4042342262,-119127.41506276221,371225.2874753423,-998590.6348583936,568905.7383089811,295713.56251748675,1199472.1700806338,-709443.9183533691,23712.40621297923
2113,-598016.7008885815,391574.0098889953,-133408.88854218135,-9214.212852130877,869661.193370153,311548.16275604407,2210483.2970528463,-742139.8590131475,664965.8029578829
2114,-540916.4682537026,-22475.894606474787,95527.69251472456,-783798.9862096197,753210.4866439276,214493.68079750007,810724.2841555192,-616091.221662967,245812.97048484604
2115,-645048.5586621246,-719804.4603444416,-35531.97297134681,-668567.292817986,625984.0407205969,199897.84905854834,468303.83645507786,-706693.275622516,801889.0882490578
2116,-461647.3095136711,-601647.4193554461,418367.4912466778,-1188860.2141513082,1090778.3489507125,371282.2511558868,304916.014651428,-473846.5013795444,617921.9233158607
2117,-442460.20996264555,-937957.4129580761,136818.02082069195,-386246.81075980084,248325.1792723958,372949.77291611186,1357664.175913826,-1371528.4564850826,312849.74133245973
2118,132567.2170784782,-751526.7591922657,-31519.316641939222,-734292.8664982509,1282800.793730213,114640.03983974853,1236322.3643855606,-156366.38425396336,773755.4134201228
2119,-127165.91456344153,-701287.6798990081,-55380.04387627472,-705280.0905720219,624472.1751976241,500925.8563390699,1154233.6994851166,-912066.7994670946,658964.3397413045
2120,-127553.1749689529,572378.5279811388,66023.01084482495,9724.111988659133,654001.7700374974,485015.60408011475,1911037.4704481307,-725406.9479254886,606993.4734689307
2121,178706.6533687517,708315.9562844486,362602.8715205445,-686577.4744495194,100970.69878263888,490246.88688081224,1382203.2101582,-974541.4463779179,348077.3387820148
2122,123992.62816282525,-1534423.775922798,319280.2347916027,-704340.0170947552,317987.58805550216,-175789.92006150074,917161.2353896182,-701822.1717903579,448154.6506334294
2123,-402563.64733307087,-1410102.0612202073,-323005.34022340435,-255412.70201240084,657727.655336464,-398857.72956384905,4482183.332966398,-423701.4882587454,48562.398489090614
2124,415923.3380734704,-1311793.8216019236,863527.2224222594,-70541.38324362633,401563.56425209553,821406.0750196842,3563078.483969304,-1170941.1238122797,-553670.1116320512
2125,-527176.744581739,-1351148.474626191,422176.8951933457,-582467.9915461855,1154344.3706649512,-463548.4513959782,1622137.08682924,-649143.6661328393,1048983.5281337202
2126,-467222.0545077155,-1327837.954907244,394314.9806502997,-808289.8106618918,-138712.6905420944,-123218.12842068414,835226.0390321594,-727081.7992834862,1073384.6621002972
2127,-391098.1057879835,-911580.8282977508,294980.9969577531,24213.39947997476,379959.12423035107,409749.3920496071,1607540.1819025455,-621824.184454031,87092.64044272294
2128,-218878.57740818535,-926796.4294620918,-297311.4106712155,-405388.59683120484,216934.54412911274,-29801.295501035172,1781435.1993610195,-774563.674650624,476508.5979890006
2129,-324247.640871029,-792238.3208817027,-19397.237223654054,-637398.8782950821,375552.0377353523,294516.1051218404,304466.68923386233,-806698.3449959144,458020.50950171496
2130,-396605.957983569,-1033476.082992397,-58374.21965148125,-594632.6632186258,804595.8739295218,182170.53455440816,-1758.1942077851854,-333534.4794152742,298282.2201621898
2131,-286858.35019725375,-190912.14393008652,-44529.03892321198,-590698.1412100315,1024970.9560394897,393005.02984009555,1333789.6196741858,-590297.7114561578,406975.3741341848
2132,-822278.9495425118,-41885.034505614196,405168.1457878781,-200771.32729914156,192204.47326606303,180712.0748125579,2689612.836219219,-535173.5522034016,808210.775784986
2133,-16655.16905360238,-1258621.1363245584,-799734.2091662523,-581176.439960347,1016164.5374558007,46483.808616600465,-712738.1961806314,-930161.2693700067,-132243.89537502173
2134,-349378.68959659035,-1531339.7859443144,1205499.7115075984,245659.63116279244,440639.8892981147,605827.3499853996,1129222.060158723,-999629.4818708948,1037344.4389672941
2135,-166585.1637339414,286428.32261561987,-755838.9853213058,-508951.88563424745,1961751.425523067,371582.108257274,1556563.1244824948,-664379.65672584,18901.76134566893
2136,-170038.74325534218,-928433.666480415,-108867.68862469844,-717185.7497357999,192944.7124013931,502907.4274158013,1409764.765356169,-611142.5769756627,152725.5789875905
2137,-388553.1084458651,66685.49453955516,-377807.67847081285,-1043458.5076570493,834309.5214286603,432908.50449155003,1065630.5506903375,-1060675.5681940208,481314.0206319371
2138,-211996.51027893496,-694774.2128257159,-409.0000311945332,-245849.87898947508,322741.52971814736,400868.53977825015,1620752.41533846,-407562.60292475007,626502.4575780127
2139,-244202.2472600774,-116748.67344147782,98616.81155107764,-825547.8870006708,733429.070673733,193008.36163051578,2221826.693920705,-691571.067481452,542592.4982360066
2140,-405214.00792643626,71118.45204953523,-56996.438554762164,-137991.38140822062,757784.5314884989,285479.4447506488,-96108.06982122781,-713355.459078323,685485.97724182
2141,-114447.71163559624,-1351580.5205514904,-62453.755926085636,-203342.37356230174,819268.8361877329,85895.53014785529,-182999.61097546434,-959840.9886412902,866218.8475208783
2142,-365526.65511898044,-901368.2264029162,63503.72468580771,-154385.37544537743,523141.45370204374,226113.2101681471,1873506.6357468076,-702888.775036527,422123.0643775752
2143,-318031.1671491866,-1403143.989778339,50367.40276455844,-1109228.0131253796,638789.4202821532,290022.9431843532,173957.1892983094,-998287.990194771,364154.80934423604
2144,183052.91522389464,-112072.63168641785,206358.61405225226,-1364093.6336843576,852709.8382109415,554778.3005884724,1355592.246537744,-540676.7321327907,682708.9742622171
2145,-563344.0928976178,-1335238.2798790531,-540743.7550163285,-175976.23046499677,1099534.6892916614,687320.3445783686,1854641.0581214672,-1188980.5455780826,16861.802412785357
2146,216280.98574799486,-914532.152905211,331961.72858510003,-1113335.6289609103,229625.81337176426,-293814.1553933121,-375175.0024632602,-1185387.2230616305,973320.8919075222
2147,-293892.3401841385,-345272.95022891683,151526.90285217506,-1680972.541684705,864605.8433651188,-336127.51426670817,177313.64496858604,-1377160.855663471,244601.71704485104
2148,89205.77529684315,-540974.450167423,-371525.9925619031,-643166.8079286257,1331004.8909701305,739788.5557180531,764632.9814967136,-267746.6374984321,210461.81178669725
2149,-48034.33077815536,-692198.593136118,19660.384329029126,-348679.179948944,992646.7908101871,-396762.91908623884,1002998.9138875394,-320487.2825789568,329246.33578943973
2150,-195254.16519021802,-191407.2213980913,146780.28937577398,-758370.082940613,639849.6527521596,128938.68561923224,1024963.2276473595,-490756.6208061052,341219.6931239681
2151,-461154.557967508,-1322118.0671810498,-294924.07544915576,-453686.2764512007,1147897.6710109885,422774.76757834945,1919724.1056499495,-504981.2701994877,925434.103924094
2152,-753572.1933615219,151825.0571008009,-84945.70820268325,-338166.7195220591,1026096.4355661371,221799.1942312324,727628.6568287164,-344821.7643797501,858059.2811983069
2153,-746368.6232917971,-658134.1322817255,70973.27993382851,101259.55739409581,1080209.1213799147,303332.07859344373,1559164.1771203314,-263766.5503302765,807693.3250676448
2154,194961.34039207688,-691930.0344854567,272213.1610478625,336169.2639973614,1194217.3552217577,237176.1435694307,1219519.9296126915,-819805.8011030877,719964.4036483301
2155,-341862.3186837472,-950365.0861010643,-29744.200021432596,-110718.2781676848,1271285.0047623224,210942.86203609582,1038273.7902331273,-843762.6903714126,701924.8582752876
2156,-445120.7778053051,1842.837619758444,-163108.06731770316,-738890.6987074086,1702119.6586897457,515719.88835084136,2053575.54521344,-634265.2427691702,-71237.22414559475
2157,-303460.9813265386,-261781.55441195588,-149566.5161072074,-512634.2222912371,950929.5652982197,9764.665820568916,1427246.190131066,-775859.0524150638,362110.06164751435
2158,-334114.8376591989,-100500.84957229253,144719.3940545175,-563675.8452921509,311701.2729830793,891955.2291658722,-27135.716784401797,-572458.3166946694,177754.8929012611
2159,-143840.83173716778,-1505828.019951043,-370220.6790425922,-394099.57852442993,132609.32620490436,633007.960424066,177528.16106590303,-444180.78640837513,887197.5491174727
2160,20444.13691263809,15735.94119420345,524830.4197087459,-301068.7602907608,559788.7172961158,131421.7403726247,-889978.8246680088,-1129764.8112944576,1341966.3744207784
2161,-559450.7290299525,183792.70989857684,674670.8428995014,-368270.86777794734,1321699.4631082322,247380.2345617537,-20231.05268631596,-672867.841651514,-282051.4914922563
2162,-297060.1677012176,-255617.8297276866,465751.003086088,187099.6437487629,900703.0430440432,544853.3963154643,1292705.1997249494,-752265.7932747264,705569.612946409
2163,-63983.21596605185,-1230920.8394709132,-127315.60489208717,-1136774.7288908714,602676.2197777114,679637.4806825253,-163570.79986113077,-640851.082138823,831885.7811160053
2164,8713.849009981495,-230599.29135125712,16340.18230297591,226431.99566537724,750486.1204967289,-134302.02362076973,2149790.5778180817,-470067.9327000844,762675.3441437456
2165,66477.37477597932,69876.15941620618,-129868.68137039244,-900895.487751363,983822.2786573004,-115309.7495426397,-1683302.6175498818,-699093.4139786882,476680.15975821647
2166,-302593.66744809935,-1238783.6700746291,135705.7438763911,-459599.85887569236,1073371.48812232,388469.0050411541,1525679.1813278808,-735121.7684907081,883285.5095337078
2167,-795603.8746383567,-445714.585765408,-196926.53709528933,341532.02352647705,559215.9212031579,125363.30341308238,511667.9418165232,-1185627.6181057554,1242612.7209316525
2168,-709104.9013665939,-601873.5023297963,138733.60410821426,-605367.4795100456,429882.69324216736,153524.05040030275,2180620.869515081,-1242873.3355129503,74939.91494373791
2169,-769022.3237956158,-1050877.4570037816,-95581.55346198694,-486723.9841519608,1093231.2687860576,-141226.54504217778,-1437457.1364966114,-1347932.4841758604,82020.1764562456
2170,181386.64446692867,-1943873.6116694561,-34173.96524797322,-476714.19084852387,1065976.3079487027,596458.0107157582,-143642.9224241455,-371239.91568955,924558.3273034784
2171,-1126567.1051789746,-2586684.5494427662,-171123.17998335883,-1263541.6641461658,299591.51948480983,-255452.84525164485,1408427.0848935647,-1272270.4151463108,-407592.8814209197
2172,-404862.3696717586,-2029951.0970274983,592289.3967432935,130270.50679388654,516067.7880345164,397524.3911546372,251343.69287156966,-1449061.5259967512,558521.4521849209
2173,-410949.87614013196,-464410.7989381036,330493.679409595,-145299.78991967288,597823.4965013831,294020.57881869236,955689.3971661129,-828868.5475164503,750918.2807196617
2174,-398411.7408256036,-1225210.2900386509,335484.1704957655,-458586.18003694713,401321.7376558797,214629.16780811013,789510.0970814032,-707745.2687026652,488885.9914371546
2175,-381752.90072740184,-311434.7843534001,109028.94346881728,-293964.02746997133,1402068.983182434,306536.7128733245,819350.4416324734,-910355.4172669502,543908.9005567478
2176,65663.90460417746,-720924.6374161307,-169077.8018041018,-591920.2165439861,-940315.6245503875,663923.0821509187,1075119.5729338825,-578950.6905706871,261882.95194985508
2177,-47527.4783285287,-1229594.1695290178,66073.3688685532,-287888.33092863124,1181156.5317228462,583013.6102357389,2264056.6862970856,-603870.0458860245,793308.6370527244
2178,-179478.6566097585,-1356098.1046432133,272665.11898843304,-717351.7182057063,719269.6367983238,316890.18807079375,1245585.097591681,-493798.12662910565,695825.981470952
2179,-284587.13231769565,-1051973.5636046054,442593.20868726575,-833224.2182061344,1052861.8234516142,176922.74612595397,1116835.828362646,-318680.2369941571,235008.25752089592
2180,-620689.7484473045,-810486.7310049172,138096.90295523766,-443211.9056918151,543927.6149010763,561.0931824352592,2193505.1270777117,-1198757.5346997513,919782.9617600611
2181,418125.8194232442,-389518.84608141216,132775.20057211397,-934386.2969608572,602403.7873099749,536407.8611703801,2560880.4491482303,-754453.1449100462,155777.21846229653
2182,249089.79211994988,564386.2179485464,610111.9339626946,-914804.4011542421,585923.8510836514,618738.4600686119,-897461.8379569962,-977559.9213742047,940443.6926654899
2183,-313214.43212981627,-486764.00950191764,326704.78978004155,-1094799.394188061,818712.4823881816,-135843.1835423843,190095.90115681384,-1140012.590200479,-123633.54811906675
2184,-207540.44338901335,-411765.4515881159,167241.34223142837,101016.19110121997,638797.3681741585,394173.0969450369,72971.99583448889,-765601.3618705331,51228.089728568215
2185,-310196.81715676666,-849889.0489779486,68547.89315624128,3511.8759515221464,1032211.4142025306,-28835.52924539137,1679133.5358106955,-890483.389333125,700978.4570732987
2186,-492751.09500700445,-1456716.0738919377,546197.870010547,456908.64899537724,201842.21860609413,-240741.93484904827,-374593.0690331734,-967636.3022721064,1111360.1060549815
2187,-165767.98519017268,-949921.9154595141,-171874.7136910588,462705.5946016982,1059099.8333301262,392872.86060183274,2402040.5386088467,-371216.16446924536,450699.08844711166
2188,-296192.7725659045,-1153539.1843458053,-157023.8226432309,-771806.5964721713,241666.30790913338,3893.794844379765,456126.5034196065,-571249.115554855,347323.63807541947
2189,-117254.63454251667,-985357.5728670905,-88009.39949843392,1390186.3342005482,-732670.9775443573,-856752.7349929393,2057010.975134407,-1373848.7633766914,-400342.363434433
2190,-358869.7451162094,236105.93811427802,351355.41397458967,981705.874313592,876451.3166112679,-336628.62501151615,1135508.794070311,-623065.721301073,-67366.1452193677
